Name,Position,Birthdate,Foot,Height,Nationality,Club,Year,Path,ID,Birth_Day,Birth_Month,Birth_Year
Khaled Debbech,Centre-Back,"May 20, 1988 (35)",,"1,84m",Tunisie,es beni khalled,2022,/khaled-debbech/profil/spieler/650258,650258,20,mai,1988
Slimane Barrouta,Centre-Back,"Sep 21, 1993 (29)",,,Tunisie,es beni khalled,2022,/slimane-barrouta/profil/spieler/562292,562292,21,sept.,1993
Mohamed Ben Azouz,Striker,"Sep 3, 1990 (32)",,,Tunisie,es beni khalled,2022,/mohamed-ben-azouz/profil/spieler/210518,210518,3,sept.,1990
Samir Laaroussi,Left Winger,"Apr 4, 1985 (38)",,"1,76m",Tunisie,es beni khalled,2022,/samir-laaroussi/profil/spieler/399960,399960,4,avr.,1985
Hammouda Maamri,Left Winger,"Nov 24, 1982 (40)",,"1,73m",Tunisie,es beni khalled,2022,/hammouda-maamri/profil/spieler/122767,122767,24,nov.,1982
Omar Saddi,Centre-Back,"Jan 1, 1996 (27)",,,Tunisie,es beni khalled,2022,/omar-saddi/profil/spieler/312959,312959,1,janv.,1996
Bilel Ben Gharbia,Goalkeeper,"Feb 28, 1994 (29)",,"1,91m",Tunisie,es beni khalled,2022,/bilel-ben-gharbia/profil/spieler/465740,465740,28,févr.,1994
Malek Mehri,Central Midfield,"Oct 21, 2003 (19)",,"1,80m",Tunisie,esperance tunis,2022,/malek-mehri/marktwertverlauf/spieler/1003198,1003198,21,oct.,2003
Mohamed Ali Ben Romdhane,Central Midfield,"Sep 6, 1999 (23)",,"1,85m",Tunisie,esperance tunis,2022,/mohamed-ali-ben-romdhane/marktwertverlauf/spieler/577881,577881,6,sept.,1999
Hosni Labidi,Centre-Forward,"Apr 14, 1986 (37)",,"1,88m",Tunisie,as marsa,2022,/hosni-labidi/profil/spieler/1024832,1024832,14,avr.,1986
Oussema Amdouni,Central Midfield,"Sep 16, 1991 (31)",,"1,85m",Tunisie,as marsa,2022,/oussema-amdouni/profil/spieler/177663,177663,16,sept.,1991
Malek Karda,Left Winger,"Jul 26, 1989 (33)",,"1,79m",Tunisie,as marsa,2022,/malek-karda/profil/spieler/304377,304377,26,juil.,1989
Maher Nouioui,Left Winger,"Mar 8, 1992 (31)",,"1,74m",Tunisie,as marsa,2022,/maher-nouioui/profil/spieler/649356,649356,8,mars,1992
Maher Belili,Right Winger,"Feb 1, 1996 (27)",,"1,72m",Tunisie,as marsa,2022,/maher-belili/profil/spieler/852719,852719,1,févr.,1996
Hamza Hadda,Defensive Midfield,"Apr 18, 1991 (32)",,"1,85m",Tunisie,as marsa,2022,/hamza-hadda/profil/spieler/143596,143596,18,avr.,1991
Slim Mahjebi,Left-Back,"Apr 4, 1988 (35)",,"1,79m",Tunisie,as marsa,2022,/slim-mahjebi/profil/spieler/172019,172019,4,avr.,1988
Alaa Ben Dahnous,Left-Back,"Jan 19, 1991 (32)",,"1,81m",Tunisie,as marsa,2022,/alaa-ben-dahnous/profil/spieler/164701,164701,19,janv.,1991
Montasser Toumi,Centre-Back,"Nov 26, 1993 (29)",,"1,93m",Tunisie,as marsa,2022,/montasser-toumi/profil/spieler/466312,466312,26,nov.,1993
Mohamed Ali Ben Hammouda,Centre-Forward,"Jan 1, 1989 (34)",,"1,88m",Tunisie,esperance tunis,2022,/mohamed-ali-ben-hammouda/profil/spieler/172340,172340,1,janv.,1989
Abdelhak Bedoui,Goalkeeper,"Mar 7, 1995 (27)",,,Tunisie,association sportive de djerba,2021,/abdelhak-bedoui/profil/spieler/565226,565226,7,mars,1995
Ragheb Dhkilalli,Centre-Forward,"Jan 1, 1992 (30)",,"1,83m",Tunisie,es beni khalled,2021,/ragheb-dhkilalli/profil/spieler/467651,467651,1,janv.,1992
Mohamed Zaier,Goalkeeper,"Nov 30, 1992 (29)",,"1,91m",Tunisie,es beni khalled,2021,/mohamed-zaier/profil/spieler/649170,649170,30,nov.,1992
Habib Hamada,Striker,"May 27, 1991 (31)",,,Tunisie,grombalia sports,2021,/habib-hamada/profil/spieler/649353,649353,27,mai,1991
Abdallah Chettaoui,Centre-Back,"Sep 20, 1994 (27)",,,Tunisie,grombalia sports,2021,/abdallah-chettaoui/profil/spieler/648814,648814,20,sept.,1994
Khalil Chemmam,Centre-Back,"Jul 24, 1987 (34)",,"1,80m",Tunisie,esperance tunis,2021,/khalil-chemmam/marktwertverlauf/spieler/108831,108831,24,juil.,1987
Nizar Amri,Defensive Midfield,"Aug 20, 1988 (33)",,,Tunisie,as marsa,2021,/nizar-amri/profil/spieler/169473,169473,20,août,1988
Ghassen Ben Saad,Defensive Midfield,"Dec 20, 1996 (25)",,,Tunisie,as marsa,2021,/ghassen-ben-saad/profil/spieler/648507,648507,20,déc.,1996
Youssef Chettaoui,Midfielder,"Mar 27, 2001 (21)",,,Tunisie,as marsa,2021,/youssef-chettaoui/profil/spieler/752870,752870,27,mars,2001
Sameh Derbali,Right-Back,"Nov 23, 1986 (35)",,"1,78m",Tunisie,esperance tunis,2021,/sameh-derbali/marktwertverlauf/spieler/69097,69097,23,nov.,1986
Aymen Amdouni,Left Winger,"Jan 27, 1991 (31)",,"1,70m",Tunisie,as marsa,2021,/aymen-amdouni/profil/spieler/760665,760665,27,janv.,1991
Omar El Fhal,Striker,"Apr 16, 1994 (28)",,,Tunisie,as marsa,2021,/omar-el-fhal/profil/spieler/358481,358481,16,avr.,1994
Aymen Ezzine,Centre-Forward,"Nov 14, 1993 (28)",,"1,91m",Tunisie,as marsa,2021,/aymen-ezzine/profil/spieler/399657,399657,14,nov.,1993
Najeh Hamadi,Centre-Forward,"Mar 8, 1984 (38)",,"1,88m",Tunisie,as marsa,2021,/najeh-hamadi/profil/spieler/207092,207092,8,mars,1984
Chamseddine Jouini,Striker,"Jun 5, 1996 (26)",,,Tunisie,as marsa,2021,/chamseddine-jouini/profil/spieler/750509,750509,5,juin,1996
Farouk Ben Mustapha,Goalkeeper,"Jul 1, 1989 (32)",,"1,92m",Tunisie,esperance tunis,2021,/farouk-ben-mustapha/marktwertverlauf/spieler/122351,122351,1,juil.,1989
Alaeddine Marzouki,Centre-Forward,"Jan 3, 1990 (32)",,"1,84m",Tunisie,esperance tunis,2021,/alaeddine-marzouki/marktwertverlauf/spieler/210051,210051,3,janv.,1990
Ibrahim Ben Messaoud,Goalkeeper,"May 29, 1996 (26)",,,Tunisie,as marsa,2021,/ibrahim-ben-messaoud/profil/spieler/438664,438664,29,mai,1996
Lakhdher Boughanmi,Goalkeeper,"Jul 21, 1993 (28)",,"1,79m",Tunisie,as marsa,2021,/lakhdher-boughanmi/profil/spieler/1021431,1021431,21,juil.,1993
Mohamed Ali Guizani,Centre-Back,"Dec 24, 1987 (34)",,"1,85m",Tunisie,as marsa,2021,/mohamed-ali-guizani/profil/spieler/164695,164695,24,déc.,1987
Mahmoud Laadhibi,Attacking Midfield,"Apr 3, 1993 (28)",,"1,71m",Tunisie,es beni khalled,2020,/mahmoud-laadhibi/profil/spieler/299591,299591,3,avr.,1993
Houssem Lahbibi,Centre-Back,"Jan 29, 1990 (31)",,,Tunisie,es beni khalled,2020,/houssem-lahbibi/profil/spieler/290830,290830,29,janv.,1990
Abdesslam Bouhouch,Centre-Back,"Jan 16, 1983 (38)",,,Tunisie,es beni khalled,2020,/abdesslam-bouhouch/profil/spieler/184981,184981,16,janv.,1983
Elyes Wenzerfi,Goalkeeper,"Oct 24, 1992 (28)",,,Tunisie,association sportive de djerba,2020,/elyes-wenzerfi/profil/spieler/402231,402231,24,oct.,1992
Alaa Belhaj Ismail,Right-Back,"May 11, 1991 (30)",,,Tunisie,association sportive de djerba,2020,/alaa-belhaj-ismail/profil/spieler/220614,220614,11,mai,1991
Achref Triki,Striker,"Aug 16, 1993 (27)",,,Tunisie,association sportive de djerba,2020,/achref-triki/profil/spieler/557977,557977,16,août,1993
Nader Benzarti,Striker,"May 5, 1989 (32)",,,Tunisie,association sportive de djerba,2020,/nader-benzarti/profil/spieler/370096,370096,5,mai,1989
Boulbaba Gherab,Centre-Forward,"Mar 14, 1990 (31)",,,Tunisie,association sportive de djerba,2020,/boulbaba-gherab/profil/spieler/191975,191975,14,mars,1990
Raafat Anene,Attacking Midfield,"Jun 18, 1993 (28)",,,Tunisie,association sportive de djerba,2020,/raafat-anene/profil/spieler/334941,334941,18,juin,1993
Malek Menif,Defensive Midfield,"Feb 10, 1998 (23)",,,Tunisie,association sportive de djerba,2020,/malek-menif/profil/spieler/581158,581158,10,févr.,1998
Achraf Maneni,Goalkeeper,"Mar 23, 1994 (27)",,,Tunisie,association sportive de djerba,2020,/achraf-maneni/profil/spieler/375177,375177,23,mars,1994
Amir M'chela,Defensive Midfield,"Jan 9, 1990 (31)",,"1,84m",Tunisie,as marsa,2020,/amir-mchela/profil/spieler/81150,81150,9,janv.,1990
Mohamed Touati,Right Midfield,"Jul 27, 1986 (34)",,,Tunisie,as marsa,2020,/mohamed-touati/profil/spieler/159619,159619,27,juil.,1986
Bilel Hergam,Goalkeeper,"Mar 17, 1989 (32)",,,Tunisie,es beni khalled,2020,/bilel-hergam/profil/spieler/246854,246854,17,mars,1989
Wajdi Mejri,Left Winger,"Jun 27, 1991 (30)",,,Tunisie,as marsa,2020,/wajdi-mejri/profil/spieler/557126,557126,27,juin,1991
Riadh Htiouech,Centre-Forward,"Feb 20, 1985 (36)",,,Tunisie,as marsa,2020,/riadh-htiouech/profil/spieler/401880,401880,20,févr.,1985
Khalil Aounallah,Centre-Forward,"Mar 6, 1997 (24)",,"1,85m",Tunisie,as marsa,2020,/khalil-aounallah/profil/spieler/552918,552918,6,mars,1997
Cherif Kechrid,Centre-Forward,"Feb 22, 1986 (35)",,"1,75m",Tunisie,as marsa,2020,/cherif-kechrid/profil/spieler/159545,159545,22,févr.,1986
Ahmed Ayadi,Centre-Back,"Jan 9, 1988 (33)",,,Tunisie,as marsa,2020,/ahmed-ayadi/profil/spieler/146268,146268,9,janv.,1988
Bilel Ben Messaoud,Defensive Midfield,"Aug 8, 1989 (31)",,"1,90m",Tunisie,as marsa,2020,/bilel-ben-messaoud/profil/spieler/159983,159983,8,août,1989
Mohamed Jendoubi,Right-Back,"Jun 19, 1994 (27)",,,Tunisie,as marsa,2020,/mohamed-jendoubi/profil/spieler/403262,403262,19,juin,1994
Marouene Hamdoune,Right-Back,"Apr 22, 1991 (30)",,,Tunisie,as marsa,2020,/marouene-hamdoune/profil/spieler/463336,463336,22,avr.,1991
Hichem Jebali,Right-Back,"Oct 8, 1985 (35)",,,Tunisie,as marsa,2020,/hichem-jebali/profil/spieler/207094,207094,8,oct.,1985
Nafaâ Jebali,Defensive Midfield,"May 25, 1989 (32)",,"1,88m",Tunisie,as marsa,2020,/nafaa-jebali/profil/spieler/122960,122960,25,mai,1989
Bilel Houaoui,Goalkeeper,"Jul 29, 1991 (29)",,,Tunisie,association sportive de djerba,2020,/bilel-houaoui/profil/spieler/375156,375156,29,juil.,1991
Bilel Testouri,Attacking Midfield,"Jan 1, 1989 (32)",,,Tunisie,grombalia sports,2020,/bilel-testouri/profil/spieler/467286,467286,1,janv.,1989
Moatez Bouali,Right-Back,"Jul 1, 1991 (29)",,"1,79m",Tunisie,grombalia sports,2020,/moatez-bouali/profil/spieler/749817,749817,1,juil.,1991
Taha Yassine Khenissi,Centre-Forward,"Jan 6, 1992 (29)",,"1,80m",Tunisie,esperance tunis,2020,/taha-yassine-khenissi/marktwertverlauf/spieler/142252,142252,6,janv.,1992
Hamdi Nagguez,Right-Back,"Oct 28, 1992 (28)",,"1,95m",Tunisie,esperance tunis,2020,/hamdi-nagguez/marktwertverlauf/spieler/272664,272664,28,oct.,1992
Chamseddine Dhaouadi,Centre-Back,"Jan 16, 1987 (33)",,"1,93m",Tunisie,esperance tunis,2019,/chamseddine-dhaouadi/marktwertverlauf/spieler/133227,133227,16,janv.,1987
Monem Rammah,Left-Back,"Feb 19, 1980 (40)",,,Tunisie,association sportive de djerba,2019,/monem-rammah/profil/spieler/159531,159531,19,févr.,1980
Talel Magherbi,Defensive Midfield,"Jul 1, 1996 (23)",,"1,8m",Tunisie,association sportive de djerba,2019,/talel-magherbi/profil/spieler/750510,750510,1,juil.,1996
Wael Ben Romdhane,Attacking Midfield,"Dec 12, 1991 (28)",,,Tunisie,association sportive de djerba,2019,/wael-ben-romdhane/profil/spieler/334883,334883,12,déc.,1991
Fethi Kassem,Left Winger,"May 29, 1997 (23)",,"1,73m",Tunisie,association sportive de djerba,2019,/fethi-kassem/profil/spieler/661539,661539,29,mai,1997
Mohamed Rouini,Left-Back,"Feb 4, 1995 (25)",,,Tunisie,es beni khalled,2019,/mohamed-rouini/profil/spieler/462942,462942,4,févr.,1995
Koutaib Yaakoubi,Right-Back,"Jan 8, 1992 (28)",,,Tunisie,association sportive de djerba,2019,/koutaib-yaakoubi/profil/spieler/334878,334878,8,janv.,1992
Issam Dridi,Defensive Midfield,"Nov 30, 1991 (28)",,"1,83m",Tunisie,association sportive de djerba,2019,/issam-dridi/profil/spieler/291607,291607,30,nov.,1991
Jassem Khalloufi,Goalkeeper,"Sep 2, 1981 (38)",,"1,81m",Tunisie,grombalia sports,2019,/jassem-khalloufi/profil/spieler/102220,102220,2,sept.,1981
Wissam Naouali,Goalkeeper,"Nov 5, 1983 (36)",,"1,83m",Tunisie,grombalia sports,2019,/wissam-naouali/profil/spieler/123356,123356,5,nov.,1983
Hatem Tounsi,Goalkeeper,"Jul 2, 1997 (22)",,"1,79m",Tunisie,grombalia sports,2019,/hatem-tounsi/profil/spieler/749816,749816,2,juil.,1997
Sofiene Mogaadi,Central Midfield,"Dec 29, 1981 (38)",,,Tunisie,grombalia sports,2019,/sofiene-mogaadi/profil/spieler/122512,122512,29,déc.,1981
Anis Trabelsi,Left Midfield,"Mar 13, 1979 (41)",,,Tunisie,grombalia sports,2019,/anis-trabelsi/profil/spieler/173140,173140,13,mars,1979
Fakher Mansouri,Attacking Midfield,"Jan 26, 1986 (34)",,,Tunisie,grombalia sports,2019,/fakher-mansouri/profil/spieler/133298,133298,26,janv.,1986
Ahmed Jelidi,Left Winger,"Jun 29, 1993 (27)",,,Tunisie,grombalia sports,2019,/ahmed-jelidi/profil/spieler/751358,751358,29,juin,1993
Rachouane Baghdadi,Right Winger,"Jun 11, 1989 (31)",,,Tunisie,association sportive de djerba,2019,/rachouane-baghdadi/marktwertverlauf/spieler/154563,154563,11,juin,1989
Seifeddine Ayari,Centre-Forward,"Jul 13, 1989 (30)",,,Tunisie,association sportive de djerba,2019,/seifeddine-ayari/profil/spieler/191841,191841,13,juil.,1989
Bilel Jelassi,Defender,"Apr 6, 1987 (33)",,,Tunisie,grombalia sports,2019,/bilel-jelassi/profil/spieler/566755,566755,6,avr.,1987
Houssem Bejaoui,Left-Back,"Nov 9, 1982 (37)",,"1,89m",Tunisie,grombalia sports,2019,/houssem-bejaoui/profil/spieler/77908,77908,9,nov.,1982
Zine El Abidine Souissi,Defensive Midfield,"Jul 10, 1984 (35)",,"1,82m",Tunisie,grombalia sports,2019,/zine-el-abidine-souissi/profil/spieler/69099,69099,10,juil.,1984
Aymen Kethiri,Defensive Midfield,"Jun 16, 1989 (31)",,,Tunisie,as marsa,2019,/aymen-kethiri/marktwertverlauf/spieler/151519,151519,16,juin,1989
Helmi Bellagha,Right-Back,"Jun 20, 1991 (29)",,"1,82m",Tunisie,as marsa,2019,/helmi-bellagha/profil/spieler/443357,443357,20,juin,1991
Marouane Tej,Left-Back,"Apr 28, 1988 (32)",,"1,78m",Tunisie,as marsa,2019,/marouane-tej/profil/spieler/122495,122495,28,avr.,1988
Marouane Khalfi,Left-Back,"Jan 11, 1991 (30)",,,Tunisie,as marsa,2019,/marouane-khalfi/marktwertverlauf/spieler/217098,217098,11,janv.,1991
Bassem Boulaabi,Centre-Back,"Jan 11, 1984 (36)",,"1,92m",Tunisie,as marsa,2019,/bassem-boulaabi/marktwertverlauf/spieler/123342,123342,11,janv.,1984
Maher Labidi,Centre-Back,"Feb 18, 1992 (28)",,"1,86m",Tunisie,as marsa,2019,/maher-labidi/marktwertverlauf/spieler/290819,290819,18,févr.,1992
Naceur Chaabani,Goalkeeper,"Jun 26, 1984 (36)",,,Tunisie,as marsa,2019,/naceur-chaabani/profil/spieler/290822,290822,26,juin,1984
Youssef Mouihbi,Attacking Midfield,"Apr 1, 1985 (35)",,"1,79m",Tunisie,as marsa,2019,/youssef-mouihbi/profil/spieler/76242,76242,1,avr.,1985
Amanallah Lakoud,Right Winger,"Jul 19, 1998 (20)",,"1,74m",Tunisie,esperance tunis,2018,/amanallah-lakoud/profil/spieler/634699,634699,19,juil.,1998
Saad Bguir,Attacking Midfield,"Mar 22, 1994 (25)",,"1,75m",Tunisie,esperance tunis,2018,/saad-bguir/marktwertverlauf/spieler/253752,253752,22,mars,1994
Skander Ben Majboura,Defensive Midfield,"Apr 25, 1979 (40)",,,Tunisie,es beni khalled,2018,/skander-ben-majboura/marktwertverlauf/spieler/122371,122371,25,avr.,1979
Sofien Ksairi,Left-Back,"Oct 2, 1984 (34)",,,Tunisie,es beni khalled,2018,/sofien-ksairi/profil/spieler/122570,122570,2,oct.,1984
Khalil Hnid,Left-Back,"Jan 16, 1996 (23)",,"1,86m",Tunisie,es beni khalled,2018,/khalil-hnid/marktwertverlauf/spieler/295407,295407,16,janv.,1996
Amor Aouini,Centre-Forward,"Aug 15, 1985 (33)",,,Tunisie,grombalia sports,2018,/amor-aouini/profil/spieler/122391,122391,15,août,1985
Marouane Tritar,Left Winger,"May 30, 1987 (31)",,,Tunisie,as marsa,2017,/marouane-tritar/profil/spieler/122386,122386,30,mai,1987
Mehrez Hosni,Goalkeeper,"May 16, 1981 (37)",,,Tunisie,association sportive de djerba,2017,/mehrez-hosni/profil/spieler/421537,421537,16,mai,1981
Anis Matar Bacha,Centre-Back,"Feb 7, 1982 (36)",,"1,91m",Tunisie,association sportive de djerba,2017,/anis-matar-bacha/profil/spieler/122331,122331,7,févr.,1982
Hafedh Abdennebi,Centre-Back,"Dec 26, 1989 (28)",,,Tunisie,association sportive de djerba,2017,/hafedh-abdennebi/profil/spieler/370095,370095,26,déc.,1989
Fakhreddine Ben Youssef,Centre-Forward,"Jun 23, 1991 (27)",,"1,89m",Tunisie,esperance tunis,2017,/fakhreddine-ben-youssef/marktwertverlauf/spieler/218058,218058,23,juin,1991
Ferjani Sassi,Central Midfield,"Mar 18, 1992 (26)",,"1,85m",Tunisie,esperance tunis,2017,/ferjani-sassi/marktwertverlauf/spieler/191903,191903,18,mars,1992
Lotfi Saidi,Goalkeeper,"Jun 8, 1982 (35)",,"1,96m",Tunisie,association sportive de djerba,2016,/lotfi-saidi/profil/spieler/111987,111987,8,juin,1982
Maher Khemir,Defender,"Feb 17, 1985 (32)",,,Tunisie,association sportive de djerba,2016,/maher-khemir/profil/spieler/478149,478149,17,févr.,1985
Ahmed Jamil,Left Winger,"Feb 7, 1994 (23)",,,Tunisie,grombalia sports,2016,/ahmed-jamil/profil/spieler/329064,329064,7,févr.,1994
Aziz Mekki,Left-Back,"Jul 4, 1990 (26)",,"1,84m",Tunisie,grombalia sports,2016,/aziz-mekki/profil/spieler/218060,218060,4,juil.,1990
Achraf Ghoul,Midfielder,"Apr 1, 1994 (22)",,,Tunisie,association sportive de djerba,2015,/achraf-ghoul/marktwertverlauf/spieler/342189,342189,1,avr.,1994
Baligh El Euchi,Attacking Midfield,"Sep 10, 1993 (22)",,,Tunisie,association sportive de djerba,2015,/baligh-el-euchi/marktwertverlauf/spieler/370097,370097,10,sept.,1993
Aymen Bahri,Central Midfield,"Feb 9, 1988 (28)",,,Tunisie,grombalia sports,2015,/aymen-bahri/profil/spieler/290820,290820,9,févr.,1988
Hamma Touati,Midfielder,"Apr 18, 1986 (29)",,,Tunisie,association sportive de djerba,2014,/hamma-touati/profil/spieler/348548,69718,18,avr.,1986
Tarek Meddeb,Midfielder,"Nov 20, 1992 (22)",,,Tunisie,association sportive de djerba,2014,/tarek-meddeb/profil/spieler/335050,335050,20,nov.,1992
Mehdi Msakni,Attacking Midfield,"Oct 17, 1986 (28)",,,Tunisie,association sportive de djerba,2014,/mehdi-msakni/marktwertverlauf/spieler/164706,164706,17,oct.,1986
Nabil Hamed,Defensive Midfield,"Aug 25, 1982 (32)",,,Tunisie,grombalia sports,2014,/nabil-hamed/marktwertverlauf/spieler/122486,122486,25,août,1982
Haythem Ben Youssef,Centre-Forward,"Apr 30, 1993 (22)",,,Tunisie,association sportive de djerba,2014,/haythem-ben-youssef/profil/spieler/342191,342191,30,avr.,1993
Tarak Achour,Defensive Midfield,"Apr 7, 1982 (33)",,"1,79m",Tunisie,esperance tunis,2014,/tarak-achour/marktwertverlauf/spieler/112398,112398,7,avr.,1982
Seifeddine Chammari,Centre-Back,"Apr 12, 1988 (27)",,"1,84m",Tunisie,es beni khalled,2014,/seifeddine-chammari/profil/spieler/122524,122524,12,avr.,1988
Belghith Mhadhebi,Central Midfield,"Mar 13, 1990 (25)",,"1,79m",Tunisie,es beni khalled,2014,/belghith-mhadhebi/profil/spieler/246858,246858,13,mars,1990
Salah Mejri,Attacking Midfield,"Mar 14, 1990 (25)",,"1,81m",Tunisie,as marsa,2014,/salah-mejri/marktwertverlauf/spieler/81151,81151,14,mars,1990
Mejdi Traoui,Central Midfield,"Dec 13, 1983 (30)",,"1,83m",Tunisie,esperance tunis,2013,/mejdi-traoui/marktwertverlauf/spieler/64370,64370,13,déc.,1983
Khaled Mouelhi,Defensive Midfield,"Feb 13, 1981 (33)",,"1,76m",Tunisie,esperance tunis,2013,/khaled-mouelhi/marktwertverlauf/spieler/40418,40418,13,févr.,1981
Moatez Merssni,Right-Back,"Mar 2, 1990 (24)",,,Tunisie,as marsa,2013,/moatez-merssni/marktwertverlauf/spieler/159683,159683,2,mars,1990
Hamza Ferchichi,Centre-Forward,"May 28, 1991 (23)",,,Tunisie,es beni khalled,2013,/hamza-ferchichi/profil/spieler/221996,221996,28,mai,1991
Bilel Trabelsi,Defensive Midfield,"Feb 28, 1985 (29)",,"1,81m",Tunisie,es beni khalled,2013,/bilel-trabelsi/marktwertverlauf/spieler/122621,122621,28,févr.,1985
Hamdi Chourabi,Defender,"Aug 20, 1988 (25)",,,Tunisie,es beni khalled,2013,/hamdi-chourabi/profil/spieler/207245,207245,20,août,1988
Mohamed Amine Bouzgarrou,Left Winger,"Sep 16, 1979 (33)",,"1,76m",Tunisie,as marsa,2012,/mohamed-amine-bouzgarrou/profil/spieler/133340,133340,16,sept.,1979
Chaker Zouaghi,Defensive Midfield,"Jan 10, 1985 (28)",,"1,90m",Tunisie,esperance tunis,2012,/chaker-zouaghi/marktwertverlauf/spieler/43405,43405,10,janv.,1985
Youssef Msakni,Left Winger,"Oct 28, 1990 (22)",,"1,79m",Tunisie,esperance tunis,2012,/youssef-msakni/marktwertverlauf/spieler/69110,69110,28,oct.,1990
Khaled Ayari,Centre-Forward,"Jan 17, 1990 (23)",,"1,78m",Tunisie,esperance tunis,2012,/khaled-ayari/marktwertverlauf/spieler/69094,69094,17,janv.,1990
Souhaieb Zarrouk,Attacking Midfield,"Feb 8, 1985 (27)",,"1,83m",Tunisie,as marsa,2011,/souhaieb-zarrouk/marktwertverlauf/spieler/81153,81153,8,févr.,1985
Walid Kaddeche,Defender,"Jul 9, 1976 (35)",,,Tunisie,as marsa,2011,/walid-kaddeche/profil/spieler/159544,159544,9,juil.,1976
Khalil Baraketi,Left-Back,"Aug 15, 1990 (21)",,"1,80m",Tunisie,as marsa,2011,/khalil-baraketi/profil/spieler/81146,81146,15,août,1990
Riadh Klaï,Midfielder,"Aug 14, 1980 (31)",,,Tunisie,as marsa,2011,/riadh-klai/marktwertverlauf/spieler/159528,159528,14,août,1980
Houcine Bahria,Defender,"Sep 24, 1980 (31)",,,Tunisie,association sportive de djerba,2011,/houcine-bahria/profil/spieler/421413,421413,24,sept.,1980
Habib Souii,Centre-Back,"Jan 9, 1983 (28)",,"1,90m",Tunisie,as marsa,2010,/habib-souii/marktwertverlauf/spieler/122423,122423,9,janv.,1983
Hamza Gabsi,Midfielder,"Jan 1, 1997 (14)",,,Tunisie,as marsa,2010,/hamza-gabsi/profil/spieler/173020,173020,1,janv.,1997
Wissem Abdi,Centre-Back,"Apr 2, 1979 (32)",,"1,86m",Tunisie,esperance tunis,2010,/wissem-abdi/marktwertverlauf/spieler/31423,31423,2,avr.,1979
Maher Gammoudi,Striker,"Jan 14, 1985 (25)",,,Tunisie,as marsa,2009,/maher-gammoudi/profil/spieler/275994,275994,14,janv.,1985
Zied Laroussi,Centre-Forward,"Jun 11, 1978 (32)",,,Tunisie,as marsa,2009,/zied-laroussi/profil/spieler/421272,421272,11,juin,1978
Khaled Badra,Centre-Back,"Apr 8, 1973 (36)",,,Tunisie,esperance tunis,2008,/khaled-badra/marktwertverlauf/spieler/49834,49834,8,avr.,1973
Mehdi Ben Nsira,Midfielder,"May 30, 1982 (27)",,,Tunisie,as marsa,2008,/mehdi-ben-nsira/profil/spieler/179218,179218,30,mai,1982
Adli Nachi,Defender,"Aug 16, 1981 (27)",,,Tunisie,as marsa,2008,/adli-nachi/profil/spieler/421270,421270,16,août,1981
Oussema Khemili,Midfielder,"Jul 17, 1987 (21)",,,Tunisie,as marsa,2008,/oussema-khemili/profil/spieler/421303,421303,17,juil.,1987
Souhaieb El Amari,Midfielder,"Aug 12, 1988 (19)",,,Tunisie,as marsa,2007,/souhaieb-el-amari/profil/spieler/93146,93146,12,août,1988
Abdelkarim Bouguerra,Defensive Midfield,"Mar 10, 1972 (36)",,,Tunisie,as marsa,2007,/abdelkarim-bouguerra/profil/spieler/437860,437860,10,mars,1972
